UNITID,PRGMOFR,CIPCODE1,XCIPTUI1,CIPTUIT1,XCIPSUP1,CIPSUPP1,XCIPLGT1,CIPLGTH1,PRGMSR1,XMTHCMP1,MTHCMP1,XWKCMP1,WKCMP1,XLNAYHR1,LNAYHR1,XLNAYWK1,LNAYWK1,XCHG1PY0,CHG1PY0,XCHG1PY1,CHG1PY1,XCHG1PY2,CHG1PY2,XCHG1PY3,CHG1PY3,XCHG4PY0,CHG4PY0,XCHG4PY1,CHG4PY1,XCHG4PY2,CHG4PY2,XCHG4PY3,CHG4PY3,XCHG5PY0,CHG5PY0,XCHG5PY1,CHG5PY1,XCHG5PY2,CHG5PY2,XCHG5PY3,CHG5PY3,XCHG6PY0,CHG6PY0,XCHG6PY1,CHG6PY1,XCHG6PY2,CHG6PY2,XCHG6PY3,CHG6PY3,XCHG7PY0,CHG7PY0,XCHG7PY1,CHG7PY1,XCHG7PY2,CHG7PY2,XCHG7PY3,CHG7PY3,XCHG8PY0,CHG8PY0,XCHG8PY1,CHG8PY1,XCHG8PY2,CHG8PY2,XCHG8PY3,CHG8PY3,XCHG9PY0,CHG9PY0,XCHG9PY1,CHG9PY1,XCHG9PY2,CHG9PY2,XCHG9PY3,CHG9PY3,CIPCODE2,XCIPTUI2,CIPTUIT2,XCIPSUP2,CIPSUPP2,XCIPLGT2,CIPLGTH2,PRGMSR2,XMTHCMP2,MTHCMP2,CIPCODE3,XCIPTUI3,CIPTUIT3,XCIPSUP3,CIPSUPP3,XCIPLGT3,CIPLGTH3,PRGMSR3,XMTHCMP3,MTHCMP3,CIPCODE4,XCIPTUI4,CIPTUIT4,XCIPSUP4,CIPSUPP4,XCIPLGT4,CIPLGTH4,PRGMSR4,XMTHCMP4,MTHCMP4,CIPCODE5,XCIPTUI5,CIPTUIT5,XCIPSUP5,CIPSUPP5,XCIPLGT5,CIPLGTH5,PRGMSR5,XMTHCMP5,MTHCMP5,CIPCODE6,XCIPTUI6,CIPTUIT6,XCIPSUP6,CIPSUPP6,XCIPLGT6,CIPLGTH6,PRGMSR6,XMTHCMP6,MTHCMP6 
417257,1,"51.3901","R",11550,"R",800,"R",1682,1,"R",18,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
417381,1,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",18360,"R",19110,"R",19110,"R",19260,"R",1550,"R",2100,"R",2350,"R",2750,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6697,"R",7600,"R",7525,"R",7611,"R",7256,"R",6214,"R",6407,"R",6482,"R",7256,"R",6214,"R",6407,"R",6482,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
417406,2,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",17170,"R",17170,"R",17170,"R",17070,"R",1859,"R",2259,"R",2259,"R",2259,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10000,"R",16250,"R",18663,"R",16225,"R",2375,"R",8438,"R",8750,"R",8750,"R",2625,"R",8750,"R",8750,"R",8750,"12.0413","R",6950,"R",1350,"R",900,1,"R",7,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
417442,2,"51.3901","A",.,"A",.,"R",1440,1,"R",12,"R",48,"R",900,"R",27,"R",14300,"R",14300,"R",14700,"R",14900,"R",1355,"R",1373,"R",1501,"R",1293,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11160,"R",12708,"R",15228,"R",12924,"R",12096,"R",10392,"R",10764,"R",10800,"R",8100,"R",6936,"R",8400,"R",7236,"51.3902","R",790,"R",210,"R",132,1,"R",2,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
417503,4,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",14500,"R",14500,"R",14500,"R",14700,"R",2716,"R",2975,"R",3595,"R",3280,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10643,"R",8869,"R",8869,"R",8869,"R",2655,"R",2655,"R",2655,"R",4375,"R",1709,"R",1720,"R",1720,"R",4375,"12.0409","R",9200,"R",1760,"R",1000,1,"R",12,"12.0410","R",2300,"R",935,"R",350,1,"R",3,"12.0413","R",2100,"R",250,"R",300,1,"R",2,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
417549,3,"51.0801","A",.,"A",.,"R",37,2,"R",10,"R",40,"R",37,"R",40,"R",13036,"R",13436,"R",13436,"R",14098,"R",553,"R",553,"R",553,"R",553,"R",3460,"R",5080,"R",5080,"R",5080,"R",1000,"R",1000,"R",1000,"R",1000,"R",9480,"R",9480,"R",9720,"R",9720,"R",4000,"R",4000,"R",4960,"R",4960,"R",2500,"R",2500,"R",2500,"R",2500,"12.0401","R",16550,"R",208,"R",1500,1,"R",10,"12.0413","R",5614,"R",158,"R",720,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
417600,1,"12.0401","A",.,"A",.,"R",1550,1,"R",12,"R",48,"R",900,"R",26,"R",14150,"R",14150,"R",15235,"R",15235,"R",1720,"R",1720,"R",2470,"R",2470,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11160,"R",12708,"R",12528,"R",12684,"R",12096,"R",10392,"R",10680,"R",10800,"R",8100,"R",6936,"R",7152,"R",7236,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
417628,6,"51.3901","A",.,"A",.,"R",1386,1,"R",12,"R",47,"R",900,"R",31,"R",7500,"R",8000,"R",8000,"R",9000,"R",2000,"R",2000,"R",2000,"R",2000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10928,"R",12443,"R",12655,"R",12655,"R",5147,"R",6792,"R",6909,"R",6909,"R",5147,"R",6792,"R",6909,"R",6909,"47.0604","R",5300,"R",100,"R",1032,1,"R",11,"47.0603","R",5300,"R",150,"R",1032,1,"R",9,"13.1210","R",5300,"R",100,"R",1032,1,"R",9,"46.0000","R",5300,"R",300,"R",1032,1,"R",9,"10.0305","R",5300,"R",400,"R",1032,1,"R",9,
417637,8,"51.3901","A",.,"A",.,"R",1536,1,"R",12,"R",48,"R",900,"R",36,"R",11745,"R",11780,"R",10340,"R",10580,"R",1000,"R",1500,"R",2996,"R",2445,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10848,"R",11280,"R",9936,"R",9936,"R",4884,"R",4932,"R",4428,"R",4428,"R",5472,"R",5172,"R",4656,"R",4656,"48.0508","R",6010,"A",.,"R",900,1,"R",9,"51.0909","R",11310,"R",1373,"R",1156,1,"R",12,"47.0604","R",6010,"A",.,"R",900,1,"R",9,"47.0603","R",6010,"A",.,"R",900,1,"R",9,"12.0503","R",6010,"A",.,"R",900,1,"R",9,
417646,1,"51.3901","A",.,"A",.,"R",1288,1,"R",11,"R",45,"R",900,"R",32,"R",7450,"R",9850,"R",10126,"R",10610,"R",2185,"R",2385,"R",2850,"R",2723,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10463,"R",11914,"R",11745,"R",11903,"R",11340,"R",9743,"R",10001,"R",10125,"R",7594,"R",6503,"R",6705,"R",6784,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
417655,2,"51.3901","A",.,"A",.,"R",1328,1,"R",11,"R",44,"R",900,"R",30,"R",11327,"R",11803,"R",11939,"R",12055,"R",992,"R",863,"R",1621,"R",1743,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10230,"R",7777,"R",8250,"R",7788,"R",1815,"R",2145,"R",2420,"R",2596,"R",2750,"R",2750,"R",2750,"R",2750,"12.0401","R",5400,"R",1619,"R",1220,1,"R",10,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
417673,1,"51.3901","A",.,"A",.,"R",1457,1,"R",11,"R",42,"R",880,"R",42,"R",7300,"R",7300,"R",7300,"R",7500,"R",3947,"R",3870,"R",4135,"R",4135,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10017,"R",11120,"R",10962,"R",11099,"R",3255,"R",5660,"R",5880,"R",6038,"R",3255,"R",3780,"R",3938,"R",4095,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
417682,1,"51.3999","A",.,"A",.,"R",1185,1,"R",11,"R",44,"R",900,"R",44,"R",12047,"R",12362,"R",12362,"R",12303,"R",1365,"R",1715,"R",1715,"R",1811,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10230,"R",11649,"R",11484,"R",11638,"R",11088,"R",9526,"R",9790,"R",9911,"R",7425,"R",7777,"R",6556,"R",6633,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
417716,1,"51.3901","A",.,"A",.,"R",1440,1,"R",13,"R",52,"R",960,"R",32,"R",16000,"R",16000,"R",16300,"R",16300,"R",1300,"R",1500,"R",1500,"R",1500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12090,"R",13767,"R",13572,"R",13650,"R",13104,"R",7007,"R",7007,"R",7280,"R",8775,"R",7514,"R",7514,"R",7670,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
417725,3,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",52,"R",900,"R",30,"R",9200,"R",9400,"R",9400,"R",9600,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4550,"R",4550,"R",4550,"R",5200,"R",1625,"R",1625,"R",1625,"R",1950,"R",1300,"R",1300,"R",1300,"R",1300,"12.0413","R",3900,"R",0,"R",600,1,"R",6,"12.0410","R",3000,"R",0,"R",400,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
417789,3,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",48,"R",900,"R",30,"R",14595,"R",15375,"R",15750,"R",15750,"R",1250,"R",1885,"R",2000,"R",2000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6696,"R",7884,"R",8136,"R",8136,"R",2340,"R",2616,"R",2940,"R",2940,"R",2520,"R",2868,"R",2952,"R",2952,"12.0410","R",6300,"R",1000,"R",600,1,"R",5,"12.0409","R",7875,"R",1000,"R",750,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
417804,2,"12.0401","A",.,"A",.,"R",1500,1,"R",15,"R",60,"R",900,"R",52,"R",18100,"R",18100,"R",18100,"R",18100,"R",1600,"R",1600,"R",1600,"R",1600,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15000,"R",15000,"R",15000,"R",15000,"R",9060,"R",9060,"R",9060,"R",3195,"R",5970,"R",5970,"R",5970,"R",4185,"12.0413","R",10550,"R",1200,"R",800,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
417831,4,"15.0501","A",.,"A",.,"R",990,1,"R",12,"R",48,"R",990,"R",48,"R",5500,"R",5500,"R",5500,"R",5500,"R",440,"R",440,"R",440,"R",440,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7200,"R",7200,"R",7200,"R",7200,"R",2400,"R",2400,"R",2400,"R",2400,"R",2400,"R",2400,"R",2400,"R",2400,"15.0803","R",5500,"R",440,"R",990,1,"R",12,"12.0401","R",5500,"R",440,"R",990,1,"R",12,"46.0302","R",5500,"R",440,"R",990,1,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
417840,1,"51.1105","A",.,"A",.,"R",1560,1,"R",15,"R",60,"R",900,"R",36,"R",24990,"R",24990,"R",25657,"R",25757,"R",1740,"R",1740,"R",2116,"R",1668,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15915,"R",16395,"R",16890,"R",17400,"R",8775,"R",9045,"R",9315,"R",9600,"R",5760,"R",5940,"R",6120,"R",6720,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
417868,20,"51.3901","A",.,"A",.,"R",1160,1,"R",10,"R",40,"R",900,"R",30,"R",9950,"R",9999,"R",10100,"R",10225,"R",1524,"R",1559,"R",1586,"R",1627,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8400,"R",8400,"R",8400,"R",9300,"R",3200,"R",3200,"R",3200,"R",3160,"R",3200,"R",3200,"R",3200,"R",3160,"12.0401","R",12532,"R",200,"R",1080,1,"R",10,"51.0716","R",6266,"R",0,"R",600,1,"R",10,"15.0801","R",27901,"R",3000,"R",2200,1,"R",22,"51.0808","R",12532,"R",0,"R",1080,1,"R",10,"48.0508","R",12532,"R",0,"R",1080,1,"R",10,
417947,1,"51.3901","A",.,"A",.,"R",1210,1,"R",10,"R",40,"R",900,"R",26,"R",12600,"R",12600,"R",12600,"R",12600,"R",557,"R",600,"R",600,"R",600,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8300,"R",9000,"R",9000,"R",9000,"R",4350,"R",4350,"R",4350,"R",4350,"R",5300,"R",5300,"R",5300,"R",5300,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
417983,1,"51.3901","R",16800,"R",1000,"R",1300,1,"R",22,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
417992,1,"51.3901","A",.,"A",.,"R",1104,1,"R",10,"R",40,"R",900,"R",34,"R",12280,"R",12665,"R",12896,"R",13132,"R",1000,"R",1000,"R",1000,"R",750,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11250,"R",11450,"R",11750,"R",11950,"R",4800,"R",4850,"R",4850,"R",4850,"R",4800,"R",4850,"R",4850,"R",4850,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
418001,1,"51.3901","A",.,"A",.,"R",1125,1,"R",12,"R",48,"R",900,"R",30,"R",14385,"R",14675,"R",17350,"R",17350,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10080,"R",10080,"R",10080,"R",10080,"R",6324,"R",6324,"R",6264,"R",6336,"R",5076,"R",5076,"R",5064,"R",5136,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
418010,1,"51.3901","A",.,"A",.,"R",1208,1,"R",10,"R",40,"R",900,"R",40,"R",11262,"R",11672,"R",11900,"R",12486,"R",900,"R",900,"R",1000,"R",1000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9400,"R",9400,"R",9400,"R",9400,"R",2500,"R",2500,"R",2500,"R",2500,"R",2500,"R",2500,"R",2500,"R",2500,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
418029,1,"51.3901","A",.,"A",.,"R",1200,1,"R",9,"R",37,"R",900,"R",37,"R",10985,"R",11314,"R",11484,"R",11484,"R",950,"R",1000,"R",1100,"R",1100,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6050,"R",6050,"R",6050,"R",6050,"R",4089,"R",4089,"R",4089,"R",4089,"R",5014,"R",5014,"R",5014,"R",4089,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
418038,1,"51.3901","A",.,"A",.,"R",1100,1,"R",12,"R",48,"R",900,"R",48,"R",12690,"R",13750,"R",14105,"R",14570,"R",530,"R",964,"R",1020,"R",1122,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9264,"R",10464,"R",10464,"R",10464,"R",3504,"R",3504,"R",3504,"R",3504,"R",3504,"R",3504,"R",3504,"R",3504,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
418056,2,"51.3901","A",.,"A",.,"R",1200,1,"R",10,"R",40,"R",1200,"R",40,"R",11346,"R",11749,"R",12219,"R",12589,"R",300,"R",300,"R",300,"R",300,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5480,"R",5600,"R",8330,"R",8390,"R",5590,"R",5560,"R",5540,"R",6090,"R",5590,"R",5560,"R",5540,"R",6090,"51.0909","R",11129,"R",300,"R",970,1,"R",10,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
418065,1,"51.3901","A",.,"A",.,"R",1260,1,"R",11,"R",43,"R",900,"R",30,"R",13650,"R",13925,"R",14200,"R",14550,"R",1298,"R",1365,"R",1206,"R",1242,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9052,"R",9933,"R",8493,"R",10234,"R",6450,"R",6536,"R",6644,"R",6224,"R",6450,"R",6536,"R",6644,"R",6224,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
418083,1,"51.3901","A",.,"A",.,"R",1080,1,"R",10,"R",40,"R",1080,"R",40,"R",11475,"R",12600,"R",12836,"R",13077,"R",650,"R",650,"R",650,"R",309,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11250,"R",11450,"R",11700,"R",11860,"R",4850,"R",4900,"R",4950,"R",5020,"R",4850,"R",4900,"R",4950,"R",5020,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
418171,1,"47.0403","A",.,"A",.,"R",900,1,"R",11,"R",45,"R",900,"R",45,"R",11950,"R",11950,"R",11950,"R",11950,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11936,"R",11869,"R",12206,"R",13500,"R",6581,"R",9709,"R",8651,"R",9293,"R",4320,"R",6885,"R",6120,"R",6919,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
418199,5,"48.0508","A",.,"A",.,"R",735,1,"R",10,"R",40,"R",900,"R",40,"R",4358,"R",5955,"R",5985,"R",5795,"R",388,"R",165,"R",170,"R",325,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4920,"R",5000,"R",5100,"R",5200,"R",1250,"R",1500,"R",1550,"R",1600,"R",1000,"R",1200,"R",1250,"R",1300,"47.0604","R",5746,"R",334,"R",735,1,"R",10,"47.0201","R",5921,"R",199,"R",735,1,"R",10,"47.0603","R",4539,"R",293,"R",600,1,"R",10,"46.0401","R",6761,"R",375,"R",892,1,"R",10,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
418205,16,"51.3902","A",.,"A",.,"R",80,1,"R",1,"R",2,"R",900,"R",30,"R",740,"R",745,"R",760,"R",768,"R",45,"R",40,"R",45,"R",45,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",350,"R",283,"R",314,"R",318,"R",25,"R",25,"R",25,"R",25,"R",25,"R",25,"R",25,"R",25,"48.0508","R",10430,"R",1384,"R",900,1,"R",9,"47.0303","R",7415,"R",1530,"R",900,1,"R",12,"47.0201","R",7415,"R",830,"R",900,1,"R",9,"47.0302","R",7355,"R",895,"R",900,1,"R",12,"12.0401","R",14360,"R",1254,"R",1800,1,"R",24,
418250,16,"48.0508","A",.,"A",.,"R",720,1,"R",12,"R",48,"R",900,"R",48,"R",7630,"R",7630,"R",7630,"R",7630,"R",575,"R",617,"R",740,"R",557,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7560,"R",7800,"R",8160,"R",8160,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000,"51.0801","R",5840,"R",1528,"R",900,1,"R",12,"46.0415","R",6630,"R",813,"R",720,1,"R",12,"51.0909","R",7312,"R",1089,"R",1100,1,"R",12,"47.0201","R",7590,"R",1600,"R",720,1,"R",12,"51.0714","R",5165,"R",976,"R",720,1,"R",9,
418269,3,"09.0701","A",.,"A",.,"R",38,2,"R",9,"R",36,"R",44,"R",50,"R",15188,"R",15188,"R",15705,"R",15705,"R",100,"R",100,"R",125,"R",125,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4743,"R",4743,"R",3942,"R",10530,"R",3591,"R",3555,"R",3915,"R",4572,"R",3591,"R",3555,"R",1116,"R",2925,"09.0906","R",11250,"R",1278,"R",24,2,"R",6,"52.1804","R",11250,"R",1278,"R",24,2,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
418278,5,"51.3902","A",.,"A",.,"R",80,1,"R",1,"R",4,"R",900,"R",38,"R",620,"R",620,"R",620,"R",620,"R",111,"R",111,"R",111,"R",111,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",450,"R",450,"R",450,"R",450,"R",122,"R",122,"R",122,"R",122,"R",122,"R",122,"R",122,"R",122,"15.0614","R",695,"R",0,"R",84,1,"R",4,"43.0107","R",4100,"R",1273,"R",700,1,"R",10,"51.0801","R",6000,"R",693,"R",1000,1,"R",13,"51.0904","R",825,"R",150,"R",150,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
418296,20,"51.3901","A",.,"A",.,"R",1463,1,"R",12,"R",48,"R",900,"R",26,"R",3000,"R",3044,"R",2933,"R",3555,"R",2580,"R",2103,"R",2185,"R",2075,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11460,"R",11424,"R",9624,"R",9900,"R",9000,"R",9000,"R",11292,"R",11160,"R",4260,"R",4392,"R",5352,"R",4668,"47.0604","R",2100,"R",250,"R",1050,1,"R",10,"48.0508","R",2100,"R",250,"R",1050,1,"R",10,"50.0409","R",2100,"R",250,"R",1050,1,"R",10,"47.0201","R",2100,"R",250,"R",1050,1,"R",10,"12.0599","R",2220,"R",250,"R",1110,1,"R",10,
